Project name,Country,Site,Latitude,Longitude,Exposure,Quadrat size,Reef type,Reef zone,Date,Start time,Tide,Visibility,Current,Depth,Management name,Management secondary name,Management year established,Management size,Governance,Estimated compliance,Management rules,Observer,Quadrat collection label,Site notes,Sampling event notes,Management notes,Quadrat number,Hard coral (% cover),Soft coral (% cover),Macroalgae (% cover),Observation notes,Number of quadrats,Average Hard Coral (% cover),Average Soft Coral (% cover),Average Macroalgae (% cover)
Fiji Bleaching 2019,Fiji,Dreammaker,-17.25779,178.10000000000002,exposed,1.50,patch,pinnacle,2019-05-17,11:00:00,falling,5-10m - fair,low,11.0,Open,,,,,,Open Access,"Stacy Jupiter,Emily Darling",,"WAN4 in GPS
Long: E 178.14467",Stacy observer,,10,15,55,0,,21,55.2,28.3,1.2
Fiji Bleaching 2019,Fiji,Dreammaker,-17.25779,178.10000000000002,exposed,1.50,patch,pinnacle,2019-05-17,11:00:00,falling,5-10m - fair,low,11.0,Open,,,,,,Open Access,"Stacy Jupiter,Emily Darling",,"WAN4 in GPS
Long: E 178.14467",Stacy observer,,11,80,5,5,,21,55.2,28.3,1.2
Fiji Bleaching 2019,Fiji,Dreammaker,-17.25779,178.10000000000002,exposed,1.50,patch,pinnacle,2019-05-17,11:00:00,falling,5-10m - fair,low,11.0,Open,,,,,,Open Access,"Stacy Jupiter,Emily Darling",,"WAN4 in GPS
Long: E 178.14467",Stacy observer,,12,60,35,0,,21,55.2,28.3,1.2
Fiji Bleaching 2019,Fiji,Dreammaker,-17.25779,178.10000000000002,exposed,1.50,patch,pinnacle,2019-05-17,11:00:00,falling,5-10m - fair,low,11.0,Open,,,,,,Open Access,"Stacy Jupiter,Emily Darling",,"WAN4 in GPS
Long: E 178.14467",Stacy observer,,13,30,55,0,,21,55.2,28.3,1.2
Fiji Bleaching 2019,Fiji,Dreammaker,-17.25779,178.10000000000002,exposed,1.50,patch,pinnacle,2019-05-17,11:00:00,falling,5-10m - fair,low,11.0,Open,,,,,,Open Access,"Stacy Jupiter,Emily Darling",,"WAN4 in GPS
Long: E 178.14467",Stacy observer,,14,25,45,0,,21,55.2,28.3,1.2
Fiji Bleaching 2019,Fiji,Dreammaker,-17.25779,178.10000000000002,exposed,1.50,patch,pinnacle,2019-05-17,11:00:00,falling,5-10m - fair,low,11.0,Open,,,,,,Open Access,"Stacy Jupiter,Emily Darling",,"WAN4 in GPS
Long: E 178.14467",Stacy observer,,15,55,20,0,,21,55.2,28.3,1.2
Fiji Bleaching 2019,Fiji,Dreammaker,-17.25779,178.10000000000002,exposed,1.50,patch,pinnacle,2019-05-17,11:00:00,falling,5-10m - fair,low,11.0,Open,,,,,,Open Access,"Stacy Jupiter,Emily Darling",,"WAN4 in GPS
Long: E 178.14467",Stacy observer,,16,80,10,0,,21,55.2,28.3,1.2
Fiji Bleaching 2019,Fiji,Dreammaker,-17.25779,178.10000000000002,exposed,1.50,patch,pinnacle,2019-05-17,11:00:00,falling,5-10m - fair,low,11.0,Open,,,,,,Open Access,"Stacy Jupiter,Emily Darling",,"WAN4 in GPS
Long: E 178.14467",Stacy observer,,17,70,20,0,,21,55.2,28.3,1.2
Fiji Bleaching 2019,Fiji,Dreammaker,-17.25779,178.10000000000002,exposed,1.50,patch,pinnacle,2019-05-17,11:00:00,falling,5-10m - fair,low,11.0,Open,,,,,,Open Access,"Stacy Jupiter,Emily Darling",,"WAN4 in GPS
Long: E 178.14467",Stacy observer,,18,50,40,0,,21,55.2,28.3,1.2
Fiji Bleaching 2019,Fiji,Dreammaker,-17.25779,178.10000000000002,exposed,1.50,patch,pinnacle,2019-05-17,11:00:00,falling,5-10m - fair,low,11.0,Open,,,,,,Open Access,"Stacy Jupiter,Emily Darling",,"WAN4 in GPS
Long: E 178.14467",Stacy observer,,19,55,20,0,,21,55.2,28.3,1.2
Fiji Bleaching 2019,Fiji,Dreammaker,-17.25779,178.10000000000002,exposed,1.50,patch,pinnacle,2019-05-17,11:00:00,falling,5-10m - fair,low,11.0,Open,,,,,,Open Access,"Stacy Jupiter,Emily Darling",,"WAN4 in GPS
Long: E 178.14467",Stacy observer,,20,40,40,0,,21,55.2,28.3,1.2
Fiji Bleaching 2019,Fiji,Dreammaker,-17.25779,178.10000000000002,exposed,1.50,patch,pinnacle,2019-05-17,11:00:00,falling,5-10m - fair,low,11.0,Open,,,,,,Open Access,"Stacy Jupiter,Emily Darling",,"WAN4 in GPS
Long: E 178.14467",Stacy observer,,21,20,40,0,,21,55.2,28.3,1.2
Fiji Bleaching 2019,Fiji,Fish Market,-17.82206,178.78046000000006,exposed,1.00,patch,fore reef,2019-06-02,09:40:00,falling,10+m - excellent,low,11.0,Moturiki Finger tabu,,,,community/local government,somewhat,No Take,"Emily Darling,Sangeeta Mangubhai",,Tabu since 2017,,,1,20,5,0,,20,51.0,10.0,2.5
Fiji Bleaching 2019,Fiji,Fish Market,-17.82206,178.78046000000006,exposed,1.00,patch,fore reef,2019-06-02,09:40:00,falling,10+m - excellent,low,11.0,Moturiki Finger tabu,,,,community/local government,somewhat,No Take,"Emily Darling,Sangeeta Mangubhai",,Tabu since 2017,,,2,85,0,0,,20,51.0,10.0,2.5
Fiji Bleaching 2019,Fiji,Fish Market,-17.82206,178.78046000000006,exposed,1.00,patch,fore reef,2019-06-02,09:40:00,falling,10+m - excellent,low,11.0,Moturiki Finger tabu,,,,community/local government,somewhat,No Take,"Emily Darling,Sangeeta Mangubhai",,Tabu since 2017,,,3,65,5,5,,20,51.0,10.0,2.5
Fiji Bleaching 2019,Fiji,Fish Market,-17.82206,178.78046000000006,exposed,1.00,patch,fore reef,2019-06-02,09:40:00,falling,10+m - excellent,low,11.0,Moturiki Finger tabu,,,,community/local government,somewhat,No Take,"Emily Darling,Sangeeta Mangubhai",,Tabu since 2017,,,4,70,5,0,,20,51.0,10.0,2.5
Fiji Bleaching 2019,Fiji,Fish Market,-17.82206,178.78046000000006,exposed,1.00,patch,fore reef,2019-06-02,09:40:00,falling,10+m - excellent,low,11.0,Moturiki Finger tabu,,,,community/local government,somewhat,No Take,"Emily Darling,Sangeeta Mangubhai",,Tabu since 2017,,,5,30,15,15,,20,51.0,10.0,2.5
Fiji Bleaching 2019,Fiji,Fish Market,-17.82206,178.78046000000006,exposed,1.00,patch,fore reef,2019-06-02,09:40:00,falling,10+m - excellent,low,11.0,Moturiki Finger tabu,,,,community/local government,somewhat,No Take,"Emily Darling,Sangeeta Mangubhai",,Tabu since 2017,,,6,20,45,5,,20,51.0,10.0,2.5
Fiji Bleaching 2019,Fiji,Fish Market,-17.82206,178.78046000000006,exposed,1.00,patch,fore reef,2019-06-02,09:40:00,falling,10+m - excellent,low,11.0,Moturiki Finger tabu,,,,community/local government,somewhat,No Take,"Emily Darling,Sangeeta Mangubhai",,Tabu since 2017,,,7,55,0,10,,20,51.0,10.0,2.5
Fiji Bleaching 2019,Fiji,Fish Market,-17.82206,178.78046000000006,exposed,1.00,patch,fore reef,2019-06-02,09:40:00,falling,10+m - excellent,low,11.0,Moturiki Finger tabu,,,,community/local government,somewhat,No Take,"Emily Darling,Sangeeta Mangubhai",,Tabu since 2017,,,8,65,0,5,,20,51.0,10.0,2.5
Fiji Bleaching 2019,Fiji,Fish Market,-17.82206,178.78046000000006,exposed,1.00,patch,fore reef,2019-06-02,09:40:00,falling,10+m - excellent,low,11.0,Moturiki Finger tabu,,,,community/local government,somewhat,No Take,"Emily Darling,Sangeeta Mangubhai",,Tabu since 2017,,,9,45,0,0,,20,51.0,10.0,2.5
Fiji Bleaching 2019,Fiji,Fish Market,-17.82206,178.78046000000006,exposed,1.00,patch,fore reef,2019-06-02,09:40:00,falling,10+m - excellent,low,11.0,Moturiki Finger tabu,,,,community/local government,somewhat,No Take,"Emily Darling,Sangeeta Mangubhai",,Tabu since 2017,,,10,25,5,5,,20,51.0,10.0,2.5
Fiji Bleaching 2019,Fiji,Fish Market,-17.82206,178.78046000000006,exposed,1.00,patch,fore reef,2019-06-02,09:40:00,falling,10+m - excellent,low,11.0,Moturiki Finger tabu,,,,community/local government,somewhat,No Take,"Emily Darling,Sangeeta Mangubhai",,Tabu since 2017,,,11,60,10,0,,20,51.0,10.0,2.5
Fiji Bleaching 2019,Fiji,Fish Market,-17.82206,178.78046000000006,exposed,1.00,patch,fore reef,2019-06-02,09:40:00,falling,10+m - excellent,low,11.0,Moturiki Finger tabu,,,,community/local government,somewhat,No Take,"Emily Darling,Sangeeta Mangubhai",,Tabu since 2017,,,12,40,0,0,,20,51.0,10.0,2.5
Fiji Bleaching 2019,Fiji,Fish Market,-17.82206,178.78046000000006,exposed,1.00,patch,fore reef,2019-06-02,09:40:00,falling,10+m - excellent,low,11.0,Moturiki Finger tabu,,,,community/local government,somewhat,No Take,"Emily Darling,Sangeeta Mangubhai",,Tabu since 2017,,,13,50,5,0,,20,51.0,10.0,2.5
Fiji Bleaching 2019,Fiji,Fish Market,-17.82206,178.78046000000006,exposed,1.00,patch,fore reef,2019-06-02,09:40:00,falling,10+m - excellent,low,11.0,Moturiki Finger tabu,,,,community/local government,somewhat,No Take,"Emily Darling,Sangeeta Mangubhai",,Tabu since 2017,,,14,65,10,0,,20,51.0,10.0,2.5
Fiji Bleaching 2019,Fiji,Fish Market,-17.82206,178.78046000000006,exposed,1.00,patch,fore reef,2019-06-02,09:40:00,falling,10+m - excellent,low,11.0,Moturiki Finger tabu,,,,community/local government,somewhat,No Take,"Emily Darling,Sangeeta Mangubhai",,Tabu since 2017,,,15,65,25,0,,20,51.0,10.0,2.5
Fiji Bleaching 2019,Fiji,Fish Market,-17.82206,178.78046000000006,exposed,1.00,patch,fore reef,2019-06-02,09:40:00,falling,10+m - excellent,low,11.0,Moturiki Finger tabu,,,,community/local government,somewhat,No Take,"Emily Darling,Sangeeta Mangubhai",,Tabu since 2017,,,16,70,25,0,,20,51.0,10.0,2.5
Fiji Bleaching 2019,Fiji,Fish Market,-17.82206,178.78046000000006,exposed,1.00,patch,fore reef,2019-06-02,09:40:00,falling,10+m - excellent,low,11.0,Moturiki Finger tabu,,,,community/local government,somewhat,No Take,"Emily Darling,Sangeeta Mangubhai",,Tabu since 2017,,,17,65,0,5,,20,51.0,10.0,2.5
Fiji Bleaching 2019,Fiji,Fish Market,-17.82206,178.78046000000006,exposed,1.00,patch,fore reef,2019-06-02,09:40:00,falling,10+m - excellent,low,11.0,Moturiki Finger tabu,,,,community/local government,somewhat,No Take,"Emily Darling,Sangeeta Mangubhai",,Tabu since 2017,,,18,50,30,0,,20,51.0,10.0,2.5
Fiji Bleaching 2019,Fiji,Fish Market,-17.82206,178.78046000000006,exposed,1.00,patch,fore reef,2019-06-02,09:40:00,falling,10+m - excellent,low,11.0,Moturiki Finger tabu,,,,community/local government,somewhat,No Take,"Emily Darling,Sangeeta Mangubhai",,Tabu since 2017,,,19,50,15,0,,20,51.0,10.0,2.5
Fiji Bleaching 2019,Fiji,Fish Market,-17.82206,178.78046000000006,exposed,1.00,patch,fore reef,2019-06-02,09:40:00,falling,10+m - excellent,low,11.0,Moturiki Finger tabu,,,,community/local government,somewhat,No Take,"Emily Darling,Sangeeta Mangubhai",,Tabu since 2017,,,20,25,0,0,,20,51.0,10.0,2.5
Fiji Bleaching 2019,Fiji,Golden Dreams,-17.24878,178.10000000000002,exposed,1.50,patch,pinnacle,2019-05-17,09:05:00,falling,5-10m - fair,low,13.0,Open,,,,,,Open Access,"Stacy Jupiter,Emily Darling",,"WAN3 in GPS
Long: E 178.19118","Stacy observer
Scolymia missing from genera list? 2 normal
27C water temp",,1,70,15,0,,18,56.7,15.8,0.3
Fiji Bleaching 2019,Fiji,Golden Dreams,-17.24878,178.10000000000002,exposed,1.50,patch,pinnacle,2019-05-17,09:05:00,falling,5-10m - fair,low,13.0,Open,,,,,,Open Access,"Stacy Jupiter,Emily Darling",,"WAN3 in GPS
Long: E 178.19118","Stacy observer
Scolymia missing from genera list? 2 normal
27C water temp",,2,75,15,0,,18,56.7,15.8,0.3
Fiji Bleaching 2019,Fiji,Golden Dreams,-17.24878,178.10000000000002,exposed,1.50,patch,pinnacle,2019-05-17,09:05:00,falling,5-10m - fair,low,13.0,Open,,,,,,Open Access,"Stacy Jupiter,Emily Darling",,"WAN3 in GPS
Long: E 178.19118","Stacy observer
Scolymia missing from genera list? 2 normal
27C water temp",,3,45,15,5,,18,56.7,15.8,0.3
Fiji Bleaching 2019,Fiji,Golden Dreams,-17.24878,178.10000000000002,exposed,1.50,patch,pinnacle,2019-05-17,09:05:00,falling,5-10m - fair,low,13.0,Open,,,,,,Open Access,"Stacy Jupiter,Emily Darling",,"WAN3 in GPS
Long: E 178.19118","Stacy observer
Scolymia missing from genera list? 2 normal
27C water temp",,4,25,15,0,,18,56.7,15.8,0.3
Fiji Bleaching 2019,Fiji,Golden Dreams,-17.24878,178.10000000000002,exposed,1.50,patch,pinnacle,2019-05-17,09:05:00,falling,5-10m - fair,low,13.0,Open,,,,,,Open Access,"Stacy Jupiter,Emily Darling",,"WAN3 in GPS
Long: E 178.19118","Stacy observer
Scolymia missing from genera list? 2 normal
27C water temp",,5,70,5,0,,18,56.7,15.8,0.3
Fiji Bleaching 2019,Fiji,Golden Dreams,-17.24878,178.10000000000002,exposed,1.50,patch,pinnacle,2019-05-17,09:05:00,falling,5-10m - fair,low,13.0,Open,,,,,,Open Access,"Stacy Jupiter,Emily Darling",,"WAN3 in GPS
Long: E 178.19118","Stacy observer
Scolymia missing from genera list? 2 normal
27C water temp",,6,25,15,0,,18,56.7,15.8,0.3
Fiji Bleaching 2019,Fiji,Golden Dreams,-17.24878,178.10000000000002,exposed,1.50,patch,pinnacle,2019-05-17,09:05:00,falling,5-10m - fair,low,13.0,Open,,,,,,Open Access,"Stacy Jupiter,Emily Darling",,"WAN3 in GPS
Long: E 178.19118","Stacy observer
Scolymia missing from genera list? 2 normal
27C water temp",,7,30,15,0,,18,56.7,15.8,0.3
Fiji Bleaching 2019,Fiji,Golden Dreams,-17.24878,178.10000000000002,exposed,1.50,patch,pinnacle,2019-05-17,09:05:00,falling,5-10m - fair,low,13.0,Open,,,,,,Open Access,"Stacy Jupiter,Emily Darling",,"WAN3 in GPS
Long: E 178.19118","Stacy observer
Scolymia missing from genera list? 2 normal
27C water temp",,8,60,35,0,,18,56.7,15.8,0.3
Fiji Bleaching 2019,Fiji,Golden Dreams,-17.24878,178.10000000000002,exposed,1.50,patch,pinnacle,2019-05-17,09:05:00,falling,5-10m - fair,low,13.0,Open,,,,,,Open Access,"Stacy Jupiter,Emily Darling",,"WAN3 in GPS
Long: E 178.19118","Stacy observer
Scolymia missing from genera list? 2 normal
27C water temp",,9,40,5,0,,18,56.7,15.8,0.3
Fiji Bleaching 2019,Fiji,Golden Dreams,-17.24878,178.10000000000002,exposed,1.50,patch,pinnacle,2019-05-17,09:05:00,falling,5-10m - fair,low,13.0,Open,,,,,,Open Access,"Stacy Jupiter,Emily Darling",,"WAN3 in GPS
Long: E 178.19118","Stacy observer
Scolymia missing from genera list? 2 normal
27C water temp",,10,75,20,0,,18,56.7,15.8,0.3
Fiji Bleaching 2019,Fiji,Golden Dreams,-17.24878,178.10000000000002,exposed,1.50,patch,pinnacle,2019-05-17,09:05:00,falling,5-10m - fair,low,13.0,Open,,,,,,Open Access,"Stacy Jupiter,Emily Darling",,"WAN3 in GPS
Long: E 178.19118","Stacy observer
Scolymia missing from genera list? 2 normal
27C water temp",,11,50,20,0,,18,56.7,15.8,0.3
Fiji Bleaching 2019,Fiji,Golden Dreams,-17.24878,178.10000000000002,exposed,1.50,patch,pinnacle,2019-05-17,09:05:00,falling,5-10m - fair,low,13.0,Open,,,,,,Open Access,"Stacy Jupiter,Emily Darling",,"WAN3 in GPS
Long: E 178.19118","Stacy observer
Scolymia missing from genera list? 2 normal
27C water temp",,12,50,20,0,,18,56.7,15.8,0.3
Fiji Bleaching 2019,Fiji,Golden Dreams,-17.24878,178.10000000000002,exposed,1.50,patch,pinnacle,2019-05-17,09:05:00,falling,5-10m - fair,low,13.0,Open,,,,,,Open Access,"Stacy Jupiter,Emily Darling",,"WAN3 in GPS
Long: E 178.19118","Stacy observer
Scolymia missing from genera list? 2 normal
27C water temp",,13,60,10,0,,18,56.7,15.8,0.3
Fiji Bleaching 2019,Fiji,Golden Dreams,-17.24878,178.10000000000002,exposed,1.50,patch,pinnacle,2019-05-17,09:05:00,falling,5-10m - fair,low,13.0,Open,,,,,,Open Access,"Stacy Jupiter,Emily Darling",,"WAN3 in GPS
Long: E 178.19118","Stacy observer
Scolymia missing from genera list? 2 normal
27C water temp",,14,55,10,0,,18,56.7,15.8,0.3
Fiji Bleaching 2019,Fiji,Golden Dreams,-17.24878,178.10000000000002,exposed,1.50,patch,pinnacle,2019-05-17,09:05:00,falling,5-10m - fair,low,13.0,Open,,,,,,Open Access,"Stacy Jupiter,Emily Darling",,"WAN3 in GPS
Long: E 178.19118","Stacy observer
Scolymia missing from genera list? 2 normal
27C water temp",,15,70,25,0,,18,56.7,15.8,0.3
Fiji Bleaching 2019,Fiji,Golden Dreams,-17.24878,178.10000000000002,exposed,1.50,patch,pinnacle,2019-05-17,09:05:00,falling,5-10m - fair,low,13.0,Open,,,,,,Open Access,"Stacy Jupiter,Emily Darling",,"WAN3 in GPS
Long: E 178.19118","Stacy observer
Scolymia missing from genera list? 2 normal
27C water temp",,16,80,15,0,,18,56.7,15.8,0.3
Fiji Bleaching 2019,Fiji,Golden Dreams,-17.24878,178.10000000000002,exposed,1.50,patch,pinnacle,2019-05-17,09:05:00,falling,5-10m - fair,low,13.0,Open,,,,,,Open Access,"Stacy Jupiter,Emily Darling",,"WAN3 in GPS
Long: E 178.19118","Stacy observer
Scolymia missing from genera list? 2 normal
27C water temp",,17,70,5,0,,18,56.7,15.8,0.3
Fiji Bleaching 2019,Fiji,Golden Dreams,-17.24878,178.10000000000002,exposed,1.50,patch,pinnacle,2019-05-17,09:05:00,falling,5-10m - fair,low,13.0,Open,,,,,,Open Access,"Stacy Jupiter,Emily Darling",,"WAN3 in GPS
Long: E 178.19118","Stacy observer
Scolymia missing from genera list? 2 normal
27C water temp",,18,70,25,0,,18,56.7,15.8,0.3
Fiji Bleaching 2019,Fiji,Leleuvia House Reef,-17.809556165786223,178.72130647301674,exposed,1.00,patch,fore reef,2019-05-31,02:30:00,rising,5-10m - fair,low,2.0,Leleuvia tabu,,2010,,private sector,somewhat,No Take,"Emily Darling,Sangeeta Mangubhai",,Tabu site set up around 2010,,Need to confirm with owner the start of the tabu.,1,40,30,0,,30,26.4,38.2,2.3
Fiji Bleaching 2019,Fiji,Leleuvia House Reef,-17.809556165786223,178.72130647301674,exposed,1.00,patch,fore reef,2019-05-31,02:30:00,rising,5-10m - fair,low,2.0,Leleuvia tabu,,2010,,private sector,somewhat,No Take,"Emily Darling,Sangeeta Mangubhai",,Tabu site set up around 2010,,Need to confirm with owner the start of the tabu.,2,35,50,0,,30,26.4,38.2,2.3
Fiji Bleaching 2019,Fiji,Leleuvia House Reef,-17.809556165786223,178.72130647301674,exposed,1.00,patch,fore reef,2019-05-31,02:30:00,rising,5-10m - fair,low,2.0,Leleuvia tabu,,2010,,private sector,somewhat,No Take,"Emily Darling,Sangeeta Mangubhai",,Tabu site set up around 2010,,Need to confirm with owner the start of the tabu.,3,60,0,5,,30,26.4,38.2,2.3
Fiji Bleaching 2019,Fiji,Leleuvia House Reef,-17.809556165786223,178.72130647301674,exposed,1.00,patch,fore reef,2019-05-31,02:30:00,rising,5-10m - fair,low,2.0,Leleuvia tabu,,2010,,private sector,somewhat,No Take,"Emily Darling,Sangeeta Mangubhai",,Tabu site set up around 2010,,Need to confirm with owner the start of the tabu.,4,10,65,0,,30,26.4,38.2,2.3
Fiji Bleaching 2019,Fiji,Leleuvia House Reef,-17.809556165786223,178.72130647301674,exposed,1.00,patch,fore reef,2019-05-31,02:30:00,rising,5-10m - fair,low,2.0,Leleuvia tabu,,2010,,private sector,somewhat,No Take,"Emily Darling,Sangeeta Mangubhai",,Tabu site set up around 2010,,Need to confirm with owner the start of the tabu.,5,5,85,0,,30,26.4,38.2,2.3
Fiji Bleaching 2019,Fiji,Leleuvia House Reef,-17.809556165786223,178.72130647301674,exposed,1.00,patch,fore reef,2019-05-31,02:30:00,rising,5-10m - fair,low,2.0,Leleuvia tabu,,2010,,private sector,somewhat,No Take,"Emily Darling,Sangeeta Mangubhai",,Tabu site set up around 2010,,Need to confirm with owner the start of the tabu.,6,35,20,5,,30,26.4,38.2,2.3
Fiji Bleaching 2019,Fiji,Leleuvia House Reef,-17.809556165786223,178.72130647301674,exposed,1.00,patch,fore reef,2019-05-31,02:30:00,rising,5-10m - fair,low,2.0,Leleuvia tabu,,2010,,private sector,somewhat,No Take,"Emily Darling,Sangeeta Mangubhai",,Tabu site set up around 2010,,Need to confirm with owner the start of the tabu.,7,10,80,0,,30,26.4,38.2,2.3
Fiji Bleaching 2019,Fiji,Leleuvia House Reef,-17.809556165786223,178.72130647301674,exposed,1.00,patch,fore reef,2019-05-31,02:30:00,rising,5-10m - fair,low,2.0,Leleuvia tabu,,2010,,private sector,somewhat,No Take,"Emily Darling,Sangeeta Mangubhai",,Tabu site set up around 2010,,Need to confirm with owner the start of the tabu.,8,25,20,0,,30,26.4,38.2,2.3
Fiji Bleaching 2019,Fiji,Leleuvia House Reef,-17.809556165786223,178.72130647301674,exposed,1.00,patch,fore reef,2019-05-31,02:30:00,rising,5-10m - fair,low,2.0,Leleuvia tabu,,2010,,private sector,somewhat,No Take,"Emily Darling,Sangeeta Mangubhai",,Tabu site set up around 2010,,Need to confirm with owner the start of the tabu.,9,10,75,5,,30,26.4,38.2,2.3
Fiji Bleaching 2019,Fiji,Leleuvia House Reef,-17.809556165786223,178.72130647301674,exposed,1.00,patch,fore reef,2019-05-31,02:30:00,rising,5-10m - fair,low,2.0,Leleuvia tabu,,2010,,private sector,somewhat,No Take,"Emily Darling,Sangeeta Mangubhai",,Tabu site set up around 2010,,Need to confirm with owner the start of the tabu.,10,5,70,10,,30,26.4,38.2,2.3
Fiji Bleaching 2019,Fiji,Leleuvia House Reef,-17.809556165786223,178.72130647301674,exposed,1.00,patch,fore reef,2019-05-31,02:30:00,rising,5-10m - fair,low,2.0,Leleuvia tabu,,2010,,private sector,somewhat,No Take,"Emily Darling,Sangeeta Mangubhai",,Tabu site set up around 2010,,Need to confirm with owner the start of the tabu.,11,1,85,0,,30,26.4,38.2,2.3
Fiji Bleaching 2019,Fiji,Leleuvia House Reef,-17.809556165786223,178.72130647301674,exposed,1.00,patch,fore reef,2019-05-31,02:30:00,rising,5-10m - fair,low,2.0,Leleuvia tabu,,2010,,private sector,somewhat,No Take,"Emily Darling,Sangeeta Mangubhai",,Tabu site set up around 2010,,Need to confirm with owner the start of the tabu.,12,15,0,0,,30,26.4,38.2,2.3
Fiji Bleaching 2019,Fiji,Leleuvia House Reef,-17.809556165786223,178.72130647301674,exposed,1.00,patch,fore reef,2019-05-31,02:30:00,rising,5-10m - fair,low,2.0,Leleuvia tabu,,2010,,private sector,somewhat,No Take,"Emily Darling,Sangeeta Mangubhai",,Tabu site set up around 2010,,Need to confirm with owner the start of the tabu.,13,0,85,0,,30,26.4,38.2,2.3
Fiji Bleaching 2019,Fiji,Leleuvia House Reef,-17.809556165786223,178.72130647301674,exposed,1.00,patch,fore reef,2019-05-31,02:30:00,rising,5-10m - fair,low,2.0,Leleuvia tabu,,2010,,private sector,somewhat,No Take,"Emily Darling,Sangeeta Mangubhai",,Tabu site set up around 2010,,Need to confirm with owner the start of the tabu.,14,0,30,0,,30,26.4,38.2,2.3
Fiji Bleaching 2019,Fiji,Leleuvia House Reef,-17.809556165786223,178.72130647301674,exposed,1.00,patch,fore reef,2019-05-31,02:30:00,rising,5-10m - fair,low,2.0,Leleuvia tabu,,2010,,private sector,somewhat,No Take,"Emily Darling,Sangeeta Mangubhai",,Tabu site set up around 2010,,Need to confirm with owner the start of the tabu.,15,0,90,0,,30,26.4,38.2,2.3
Fiji Bleaching 2019,Fiji,Leleuvia House Reef,-17.809556165786223,178.72130647301674,exposed,1.00,patch,fore reef,2019-05-31,02:30:00,rising,5-10m - fair,low,2.0,Leleuvia tabu,,2010,,private sector,somewhat,No Take,"Emily Darling,Sangeeta Mangubhai",,Tabu site set up around 2010,,Need to confirm with owner the start of the tabu.,16,75,0,0,,30,26.4,38.2,2.3
Fiji Bleaching 2019,Fiji,Leleuvia House Reef,-17.809556165786223,178.72130647301674,exposed,1.00,patch,fore reef,2019-05-31,02:30:00,rising,5-10m - fair,low,2.0,Leleuvia tabu,,2010,,private sector,somewhat,No Take,"Emily Darling,Sangeeta Mangubhai",,Tabu site set up around 2010,,Need to confirm with owner the start of the tabu.,17,20,35,0,,30,26.4,38.2,2.3
Fiji Bleaching 2019,Fiji,Leleuvia House Reef,-17.809556165786223,178.72130647301674,exposed,1.00,patch,fore reef,2019-05-31,02:30:00,rising,5-10m - fair,low,2.0,Leleuvia tabu,,2010,,private sector,somewhat,No Take,"Emily Darling,Sangeeta Mangubhai",,Tabu site set up around 2010,,Need to confirm with owner the start of the tabu.,18,5,65,5,,30,26.4,38.2,2.3
Fiji Bleaching 2019,Fiji,Leleuvia House Reef,-17.809556165786223,178.72130647301674,exposed,1.00,patch,fore reef,2019-05-31,02:30:00,rising,5-10m - fair,low,2.0,Leleuvia tabu,,2010,,private sector,somewhat,No Take,"Emily Darling,Sangeeta Mangubhai",,Tabu site set up around 2010,,Need to confirm with owner the start of the tabu.,19,0,75,5,,30,26.4,38.2,2.3
Fiji Bleaching 2019,Fiji,Leleuvia House Reef,-17.809556165786223,178.72130647301674,exposed,1.00,patch,fore reef,2019-05-31,02:30:00,rising,5-10m - fair,low,2.0,Leleuvia tabu,,2010,,private sector,somewhat,No Take,"Emily Darling,Sangeeta Mangubhai",,Tabu site set up around 2010,,Need to confirm with owner the start of the tabu.,20,40,0,20,,30,26.4,38.2,2.3
Fiji Bleaching 2019,Fiji,Leleuvia House Reef,-17.809556165786223,178.72130647301674,exposed,1.00,patch,fore reef,2019-05-31,02:30:00,rising,5-10m - fair,low,2.0,Leleuvia tabu,,2010,,private sector,somewhat,No Take,"Emily Darling,Sangeeta Mangubhai",,Tabu site set up around 2010,,Need to confirm with owner the start of the tabu.,21,45,10,0,,30,26.4,38.2,2.3
Fiji Bleaching 2019,Fiji,Leleuvia House Reef,-17.809556165786223,178.72130647301674,exposed,1.00,patch,fore reef,2019-05-31,02:30:00,rising,5-10m - fair,low,2.0,Leleuvia tabu,,2010,,private sector,somewhat,No Take,"Emily Darling,Sangeeta Mangubhai",,Tabu site set up around 2010,,Need to confirm with owner the start of the tabu.,22,5,75,5,,30,26.4,38.2,2.3
Fiji Bleaching 2019,Fiji,Leleuvia House Reef,-17.809556165786223,178.72130647301674,exposed,1.00,patch,fore reef,2019-05-31,02:30:00,rising,5-10m - fair,low,2.0,Leleuvia tabu,,2010,,private sector,somewhat,No Take,"Emily Darling,Sangeeta Mangubhai",,Tabu site set up around 2010,,Need to confirm with owner the start of the tabu.,23,25,0,10,,30,26.4,38.2,2.3
Fiji Bleaching 2019,Fiji,Leleuvia House Reef,-17.809556165786223,178.72130647301674,exposed,1.00,patch,fore reef,2019-05-31,02:30:00,rising,5-10m - fair,low,2.0,Leleuvia tabu,,2010,,private sector,somewhat,No Take,"Emily Darling,Sangeeta Mangubhai",,Tabu site set up around 2010,,Need to confirm with owner the start of the tabu.,24,70,0,0,,30,26.4,38.2,2.3
