Project name,Country,Site,Latitude,Longitude,Exposure,Quadrat size,Reef type,Reef zone,Date,Start time,Tide,Visibility,Current,Depth,Management name,Management secondary name,Management year established,Management size,Governance,Estimated compliance,Management rules,Observer,Quadrat collection label,Site notes,Sampling event notes,Management notes,Quadrat number,Hard coral (% cover),Soft coral (% cover),Macroalgae (% cover),Observation notes,Number of quadrats,Average Hard Coral (% cover),Average Soft Coral (% cover),Average Macroalgae (% cover)
Fiji Bleaching 2019,Fiji,BU07,-17.742,178.765,very sheltered,1.50,fringing,back reef,2019-05-29,01:25:00,high,1-5m - poor,,1.0,Bureta tabu,,,0.0,community/local government,,Periodic Closure,Emily Darling,,,27C water temp,,12,20,0,5,,21,21.9,14.0,5.0
Fiji Bleaching 2019,Fiji,BU07,-17.742,178.765,very sheltered,1.50,fringing,back reef,2019-05-29,01:25:00,high,1-5m - poor,,1.0,Bureta tabu,,,0.0,community/local government,,Periodic Closure,Emily Darling,,,27C water temp,,13,25,0,15,,21,21.9,14.0,5.0
Fiji Bleaching 2019,Fiji,BU07,-17.742,178.765,very sheltered,1.50,fringing,back reef,2019-05-29,01:25:00,high,1-5m - poor,,1.0,Bureta tabu,,,0.0,community/local government,,Periodic Closure,Emily Darling,,,27C water temp,,14,30,0,0,,21,21.9,14.0,5.0
Fiji Bleaching 2019,Fiji,BU07,-17.742,178.765,very sheltered,1.50,fringing,back reef,2019-05-29,01:25:00,high,1-5m - poor,,1.0,Bureta tabu,,,0.0,community/local government,,Periodic Closure,Emily Darling,,,27C water temp,,15,55,0,15,,21,21.9,14.0,5.0
Fiji Bleaching 2019,Fiji,BU07,-17.742,178.765,very sheltered,1.50,fringing,back reef,2019-05-29,01:25:00,high,1-5m - poor,,1.0,Bureta tabu,,,0.0,community/local government,,Periodic Closure,Emily Darling,,,27C water temp,,16,40,0,10,,21,21.9,14.0,5.0
Fiji Bleaching 2019,Fiji,BU07,-17.742,178.765,very sheltered,1.50,fringing,back reef,2019-05-29,01:25:00,high,1-5m - poor,,1.0,Bureta tabu,,,0.0,community/local government,,Periodic Closure,Emily Darling,,,27C water temp,,17,15,0,15,,21,21.9,14.0,5.0
Fiji Bleaching 2019,Fiji,BU07,-17.742,178.765,very sheltered,1.50,fringing,back reef,2019-05-29,01:25:00,high,1-5m - poor,,1.0,Bureta tabu,,,0.0,community/local government,,Periodic Closure,Emily Darling,,,27C water temp,,18,30,0,0,,21,21.9,14.0,5.0
Fiji Bleaching 2019,Fiji,BU07,-17.742,178.765,very sheltered,1.50,fringing,back reef,2019-05-29,01:25:00,high,1-5m - poor,,1.0,Bureta tabu,,,0.0,community/local government,,Periodic Closure,Emily Darling,,,27C water temp,,19,5,70,0,,21,21.9,14.0,5.0
Fiji Bleaching 2019,Fiji,BU07,-17.742,178.765,very sheltered,1.50,fringing,back reef,2019-05-29,01:25:00,high,1-5m - poor,,1.0,Bureta tabu,,,0.0,community/local government,,Periodic Closure,Emily Darling,,,27C water temp,,20,0,70,0,,21,21.9,14.0,5.0
Fiji Bleaching 2019,Fiji,BU07,-17.742,178.765,very sheltered,1.50,fringing,back reef,2019-05-29,01:25:00,high,1-5m - poor,,1.0,Bureta tabu,,,0.0,community/local government,,Periodic Closure,Emily Darling,,,27C water temp,,21,15,20,0,,21,21.9,14.0,5.0
Fiji Bleaching 2019,Fiji,BU08,-17.725,178.75099999999998,very sheltered,1.50,fringing,back reef,2019-05-29,03:10:00,high,1-5m - poor,,3.0,Open,,,,,,Open Access,Emily Darling,,,,,1,5,0,50,,20,23.8,14.2,7.5
Fiji Bleaching 2019,Fiji,BU08,-17.725,178.75099999999998,very sheltered,1.50,fringing,back reef,2019-05-29,03:10:00,high,1-5m - poor,,3.0,Open,,,,,,Open Access,Emily Darling,,,,,2,5,10,5,,20,23.8,14.2,7.5
Fiji Bleaching 2019,Fiji,BU08,-17.725,178.75099999999998,very sheltered,1.50,fringing,back reef,2019-05-29,03:10:00,high,1-5m - poor,,3.0,Open,,,,,,Open Access,Emily Darling,,,,,3,80,0,0,,20,23.8,14.2,7.5
Fiji Bleaching 2019,Fiji,BU08,-17.725,178.75099999999998,very sheltered,1.50,fringing,back reef,2019-05-29,03:10:00,high,1-5m - poor,,3.0,Open,,,,,,Open Access,Emily Darling,,,,,4,25,5,30,,20,23.8,14.2,7.5
Fiji Bleaching 2019,Fiji,BU08,-17.725,178.75099999999998,very sheltered,1.50,fringing,back reef,2019-05-29,03:10:00,high,1-5m - poor,,3.0,Open,,,,,,Open Access,Emily Darling,,,,,5,30,0,5,,20,23.8,14.2,7.5
Fiji Bleaching 2019,Fiji,BU08,-17.725,178.75099999999998,very sheltered,1.50,fringing,back reef,2019-05-29,03:10:00,high,1-5m - poor,,3.0,Open,,,,,,Open Access,Emily Darling,,,,,6,10,5,5,,20,23.8,14.2,7.5
Fiji Bleaching 2019,Fiji,BU08,-17.725,178.75099999999998,very sheltered,1.50,fringing,back reef,2019-05-29,03:10:00,high,1-5m - poor,,3.0,Open,,,,,,Open Access,Emily Darling,,,,,7,5,0,15,,20,23.8,14.2,7.5
Fiji Bleaching 2019,Fiji,BU08,-17.725,178.75099999999998,very sheltered,1.50,fringing,back reef,2019-05-29,03:10:00,high,1-5m - poor,,3.0,Open,,,,,,Open Access,Emily Darling,,,,,8,20,0,0,,20,23.8,14.2,7.5
Fiji Bleaching 2019,Fiji,BU08,-17.725,178.75099999999998,very sheltered,1.50,fringing,back reef,2019-05-29,03:10:00,high,1-5m - poor,,3.0,Open,,,,,,Open Access,Emily Darling,,,,,9,15,60,0,,20,23.8,14.2,7.5
Fiji Bleaching 2019,Fiji,BU08,-17.725,178.75099999999998,very sheltered,1.50,fringing,back reef,2019-05-29,03:10:00,high,1-5m - poor,,3.0,Open,,,,,,Open Access,Emily Darling,,,,,10,25,0,5,,20,23.8,14.2,7.5
Fiji Bleaching 2019,Fiji,BU08,-17.725,178.75099999999998,very sheltered,1.50,fringing,back reef,2019-05-29,03:10:00,high,1-5m - poor,,3.0,Open,,,,,,Open Access,Emily Darling,,,,,11,30,0,0,,20,23.8,14.2,7.5
Fiji Bleaching 2019,Fiji,BU08,-17.725,178.75099999999998,very sheltered,1.50,fringing,back reef,2019-05-29,03:10:00,high,1-5m - poor,,3.0,Open,,,,,,Open Access,Emily Darling,,,,,12,60,0,0,,20,23.8,14.2,7.5
Fiji Bleaching 2019,Fiji,BU08,-17.725,178.75099999999998,very sheltered,1.50,fringing,back reef,2019-05-29,03:10:00,high,1-5m - poor,,3.0,Open,,,,,,Open Access,Emily Darling,,,,,13,25,0,0,,20,23.8,14.2,7.5
Fiji Bleaching 2019,Fiji,BU08,-17.725,178.75099999999998,very sheltered,1.50,fringing,back reef,2019-05-29,03:10:00,high,1-5m - poor,,3.0,Open,,,,,,Open Access,Emily Darling,,,,,14,10,60,5,,20,23.8,14.2,7.5
Fiji Bleaching 2019,Fiji,BU08,-17.725,178.75099999999998,very sheltered,1.50,fringing,back reef,2019-05-29,03:10:00,high,1-5m - poor,,3.0,Open,,,,,,Open Access,Emily Darling,,,,,15,10,0,0,,20,23.8,14.2,7.5
Fiji Bleaching 2019,Fiji,BU08,-17.725,178.75099999999998,very sheltered,1.50,fringing,back reef,2019-05-29,03:10:00,high,1-5m - poor,,3.0,Open,,,,,,Open Access,Emily Darling,,,,,16,15,20,5,,20,23.8,14.2,7.5
Fiji Bleaching 2019,Fiji,BU08,-17.725,178.75099999999998,very sheltered,1.50,fringing,back reef,2019-05-29,03:10:00,high,1-5m - poor,,3.0,Open,,,,,,Open Access,Emily Darling,,,,,17,5,55,0,,20,23.8,14.2,7.5
Fiji Bleaching 2019,Fiji,BU08,-17.725,178.75099999999998,very sheltered,1.50,fringing,back reef,2019-05-29,03:10:00,high,1-5m - poor,,3.0,Open,,,,,,Open Access,Emily Darling,,,,,18,40,0,25,,20,23.8,14.2,7.5
Fiji Bleaching 2019,Fiji,BU08,-17.725,178.75099999999998,very sheltered,1.50,fringing,back reef,2019-05-29,03:10:00,high,1-5m - poor,,3.0,Open,,,,,,Open Access,Emily Darling,,,,,19,5,70,0,,20,23.8,14.2,7.5
Fiji Bleaching 2019,Fiji,BU08,-17.725,178.75099999999998,very sheltered,1.50,fringing,back reef,2019-05-29,03:10:00,high,1-5m - poor,,3.0,Open,,,,,,Open Access,Emily Darling,,,,,20,55,0,0,,20,23.8,14.2,7.5
Fiji Bleaching 2019,Fiji,BU09,-17.751,178.77800000000002,very sheltered,1.50,fringing,back reef,2019-05-28,12:00:00,,1-5m - poor,,4.0,Open,,,,,,Open Access,Emily Darling,,,28C,,1,10,0,60,,16,39.7,0.0,15.0
Fiji Bleaching 2019,Fiji,BU09,-17.751,178.77800000000002,very sheltered,1.50,fringing,back reef,2019-05-28,12:00:00,,1-5m - poor,,4.0,Open,,,,,,Open Access,Emily Darling,,,28C,,2,35,0,30,,16,39.7,0.0,15.0
Fiji Bleaching 2019,Fiji,BU09,-17.751,178.77800000000002,very sheltered,1.50,fringing,back reef,2019-05-28,12:00:00,,1-5m - poor,,4.0,Open,,,,,,Open Access,Emily Darling,,,28C,,3,50,0,30,,16,39.7,0.0,15.0
Fiji Bleaching 2019,Fiji,BU09,-17.751,178.77800000000002,very sheltered,1.50,fringing,back reef,2019-05-28,12:00:00,,1-5m - poor,,4.0,Open,,,,,,Open Access,Emily Darling,,,28C,,4,15,0,10,,16,39.7,0.0,15.0
Fiji Bleaching 2019,Fiji,BU09,-17.751,178.77800000000002,very sheltered,1.50,fringing,back reef,2019-05-28,12:00:00,,1-5m - poor,,4.0,Open,,,,,,Open Access,Emily Darling,,,28C,,5,20,0,15,,16,39.7,0.0,15.0
Fiji Bleaching 2019,Fiji,BU09,-17.751,178.77800000000002,very sheltered,1.50,fringing,back reef,2019-05-28,12:00:00,,1-5m - poor,,4.0,Open,,,,,,Open Access,Emily Darling,,,28C,,6,30,0,20,,16,39.7,0.0,15.0
Fiji Bleaching 2019,Fiji,BU09,-17.751,178.77800000000002,very sheltered,1.50,fringing,back reef,2019-05-28,12:00:00,,1-5m - poor,,4.0,Open,,,,,,Open Access,Emily Darling,,,28C,,7,75,0,10,,16,39.7,0.0,15.0
Fiji Bleaching 2019,Fiji,BU09,-17.751,178.77800000000002,very sheltered,1.50,fringing,back reef,2019-05-28,12:00:00,,1-5m - poor,,4.0,Open,,,,,,Open Access,Emily Darling,,,28C,,8,55,0,20,,16,39.7,0.0,15.0
Fiji Bleaching 2019,Fiji,BU09,-17.751,178.77800000000002,very sheltered,1.50,fringing,back reef,2019-05-28,12:00:00,,1-5m - poor,,4.0,Open,,,,,,Open Access,Emily Darling,,,28C,,9,15,0,25,,16,39.7,0.0,15.0
Fiji Bleaching 2019,Fiji,BU09,-17.751,178.77800000000002,very sheltered,1.50,fringing,back reef,2019-05-28,12:00:00,,1-5m - poor,,4.0,Open,,,,,,Open Access,Emily Darling,,,28C,,10,100,0,0,,16,39.7,0.0,15.0
Fiji Bleaching 2019,Fiji,BU09,-17.751,178.77800000000002,very sheltered,1.50,fringing,back reef,2019-05-28,12:00:00,,1-5m - poor,,4.0,Open,,,,,,Open Access,Emily Darling,,,28C,,11,25,0,0,,16,39.7,0.0,15.0
Fiji Bleaching 2019,Fiji,BU09,-17.751,178.77800000000002,very sheltered,1.50,fringing,back reef,2019-05-28,12:00:00,,1-5m - poor,,4.0,Open,,,,,,Open Access,Emily Darling,,,28C,,12,20,0,10,,16,39.7,0.0,15.0
Fiji Bleaching 2019,Fiji,BU09,-17.751,178.77800000000002,very sheltered,1.50,fringing,back reef,2019-05-28,12:00:00,,1-5m - poor,,4.0,Open,,,,,,Open Access,Emily Darling,,,28C,,13,100,0,0,,16,39.7,0.0,15.0
Fiji Bleaching 2019,Fiji,BU09,-17.751,178.77800000000002,very sheltered,1.50,fringing,back reef,2019-05-28,12:00:00,,1-5m - poor,,4.0,Open,,,,,,Open Access,Emily Darling,,,28C,,14,10,0,0,,16,39.7,0.0,15.0
Fiji Bleaching 2019,Fiji,BU09,-17.751,178.77800000000002,very sheltered,1.50,fringing,back reef,2019-05-28,12:00:00,,1-5m - poor,,4.0,Open,,,,,,Open Access,Emily Darling,,,28C,,15,65,0,5,,16,39.7,0.0,15.0
Fiji Bleaching 2019,Fiji,BU09,-17.751,178.77800000000002,very sheltered,1.50,fringing,back reef,2019-05-28,12:00:00,,1-5m - poor,,4.0,Open,,,,,,Open Access,Emily Darling,,,28C,,16,10,0,5,,16,39.7,0.0,15.0
Fiji Bleaching 2019,Fiji,Disneyland,-17.24963,178.19145000000003,exposed,1.50,patch,pinnacle,2019-05-18,11:25:00,,1-5m - poor,moderate,11.0,Open,,,,,,Open Access,"Emily Darling,Stacy Jupiter",,Long: E 178.19145,,,1,45,45,0,,20,43.2,33.8,0.0
Fiji Bleaching 2019,Fiji,Disneyland,-17.24963,178.19145000000003,exposed,1.50,patch,pinnacle,2019-05-18,11:25:00,,1-5m - poor,moderate,11.0,Open,,,,,,Open Access,"Emily Darling,Stacy Jupiter",,Long: E 178.19145,,,2,50,35,0,,20,43.2,33.8,0.0
Fiji Bleaching 2019,Fiji,Disneyland,-17.24963,178.19145000000003,exposed,1.50,patch,pinnacle,2019-05-18,11:25:00,,1-5m - poor,moderate,11.0,Open,,,,,,Open Access,"Emily Darling,Stacy Jupiter",,Long: E 178.19145,,,3,70,15,0,,20,43.2,33.8,0.0
Fiji Bleaching 2019,Fiji,Disneyland,-17.24963,178.19145000000003,exposed,1.50,patch,pinnacle,2019-05-18,11:25:00,,1-5m - poor,moderate,11.0,Open,,,,,,Open Access,"Emily Darling,Stacy Jupiter",,Long: E 178.19145,,,4,35,35,0,,20,43.2,33.8,0.0
Fiji Bleaching 2019,Fiji,Disneyland,-17.24963,178.19145000000003,exposed,1.50,patch,pinnacle,2019-05-18,11:25:00,,1-5m - poor,moderate,11.0,Open,,,,,,Open Access,"Emily Darling,Stacy Jupiter",,Long: E 178.19145,,,5,60,15,0,,20,43.2,33.8,0.0
Fiji Bleaching 2019,Fiji,Disneyland,-17.24963,178.19145000000003,exposed,1.50,patch,pinnacle,2019-05-18,11:25:00,,1-5m - poor,moderate,11.0,Open,,,,,,Open Access,"Emily Darling,Stacy Jupiter",,Long: E 178.19145,,,6,15,80,0,,20,43.2,33.8,0.0
Fiji Bleaching 2019,Fiji,Disneyland,-17.24963,178.19145000000003,exposed,1.50,patch,pinnacle,2019-05-18,11:25:00,,1-5m - poor,moderate,11.0,Open,,,,,,Open Access,"Emily Darling,Stacy Jupiter",,Long: E 178.19145,,,7,15,80,0,,20,43.2,33.8,0.0
Fiji Bleaching 2019,Fiji,Disneyland,-17.24963,178.19145000000003,exposed,1.50,patch,pinnacle,2019-05-18,11:25:00,,1-5m - poor,moderate,11.0,Open,,,,,,Open Access,"Emily Darling,Stacy Jupiter",,Long: E 178.19145,,,8,25,25,0,,20,43.2,33.8,0.0
Fiji Bleaching 2019,Fiji,Disneyland,-17.24963,178.19145000000003,exposed,1.50,patch,pinnacle,2019-05-18,11:25:00,,1-5m - poor,moderate,11.0,Open,,,,,,Open Access,"Emily Darling,Stacy Jupiter",,Long: E 178.19145,,,9,45,20,0,,20,43.2,33.8,0.0
Fiji Bleaching 2019,Fiji,Disneyland,-17.24963,178.19145000000003,exposed,1.50,patch,pinnacle,2019-05-18,11:25:00,,1-5m - poor,moderate,11.0,Open,,,,,,Open Access,"Emily Darling,Stacy Jupiter",,Long: E 178.19145,,,10,55,30,0,,20,43.2,33.8,0.0
Fiji Bleaching 2019,Fiji,Disneyland,-17.24963,178.19145000000003,exposed,1.50,patch,pinnacle,2019-05-18,11:25:00,,1-5m - poor,moderate,11.0,Open,,,,,,Open Access,"Emily Darling,Stacy Jupiter",,Long: E 178.19145,,,11,65,0,0,,20,43.2,33.8,0.0
Fiji Bleaching 2019,Fiji,Disneyland,-17.24963,178.19145000000003,exposed,1.50,patch,pinnacle,2019-05-18,11:25:00,,1-5m - poor,moderate,11.0,Open,,,,,,Open Access,"Emily Darling,Stacy Jupiter",,Long: E 178.19145,,,12,25,30,0,,20,43.2,33.8,0.0
Fiji Bleaching 2019,Fiji,Disneyland,-17.24963,178.19145000000003,exposed,1.50,patch,pinnacle,2019-05-18,11:25:00,,1-5m - poor,moderate,11.0,Open,,,,,,Open Access,"Emily Darling,Stacy Jupiter",,Long: E 178.19145,,,13,30,30,0,,20,43.2,33.8,0.0
Fiji Bleaching 2019,Fiji,Disneyland,-17.24963,178.19145000000003,exposed,1.50,patch,pinnacle,2019-05-18,11:25:00,,1-5m - poor,moderate,11.0,Open,,,,,,Open Access,"Emily Darling,Stacy Jupiter",,Long: E 178.19145,,,14,50,30,0,,20,43.2,33.8,0.0
Fiji Bleaching 2019,Fiji,Disneyland,-17.24963,178.19145000000003,exposed,1.50,patch,pinnacle,2019-05-18,11:25:00,,1-5m - poor,moderate,11.0,Open,,,,,,Open Access,"Emily Darling,Stacy Jupiter",,Long: E 178.19145,,,15,40,40,0,,20,43.2,33.8,0.0
Fiji Bleaching 2019,Fiji,Disneyland,-17.24963,178.19145000000003,exposed,1.50,patch,pinnacle,2019-05-18,11:25:00,,1-5m - poor,moderate,11.0,Open,,,,,,Open Access,"Emily Darling,Stacy Jupiter",,Long: E 178.19145,,,16,30,50,0,,20,43.2,33.8,0.0
Fiji Bleaching 2019,Fiji,Disneyland,-17.24963,178.19145000000003,exposed,1.50,patch,pinnacle,2019-05-18,11:25:00,,1-5m - poor,moderate,11.0,Open,,,,,,Open Access,"Emily Darling,Stacy Jupiter",,Long: E 178.19145,,,17,60,20,0,,20,43.2,33.8,0.0
Fiji Bleaching 2019,Fiji,Disneyland,-17.24963,178.19145000000003,exposed,1.50,patch,pinnacle,2019-05-18,11:25:00,,1-5m - poor,moderate,11.0,Open,,,,,,Open Access,"Emily Darling,Stacy Jupiter",,Long: E 178.19145,,,18,30,55,0,,20,43.2,33.8,0.0
Fiji Bleaching 2019,Fiji,Disneyland,-17.24963,178.19145000000003,exposed,1.50,patch,pinnacle,2019-05-18,11:25:00,,1-5m - poor,moderate,11.0,Open,,,,,,Open Access,"Emily Darling,Stacy Jupiter",,Long: E 178.19145,,,19,60,10,0,,20,43.2,33.8,0.0
Fiji Bleaching 2019,Fiji,Disneyland,-17.24963,178.19145000000003,exposed,1.50,patch,pinnacle,2019-05-18,11:25:00,,1-5m - poor,moderate,11.0,Open,,,,,,Open Access,"Emily Darling,Stacy Jupiter",,Long: E 178.19145,,,20,60,30,0,,20,43.2,33.8,0.0
Fiji Bleaching 2019,Fiji,Dragon Tail,-17.26207,178.14215000000002,exposed,1.50,patch,pinnacle,2019-05-18,09:05:00,falling,5-10m - fair,moderate,13.0,Open,,,,,,Open Access,"Emily Darling,Stacy Jupiter",,long: E 178.14215,Water temp 27C,,1,50,25,0,,19,50.8,24.2,2.6
Fiji Bleaching 2019,Fiji,Dragon Tail,-17.26207,178.14215000000002,exposed,1.50,patch,pinnacle,2019-05-18,09:05:00,falling,5-10m - fair,moderate,13.0,Open,,,,,,Open Access,"Emily Darling,Stacy Jupiter",,long: E 178.14215,Water temp 27C,,2,40,5,0,,19,50.8,24.2,2.6
Fiji Bleaching 2019,Fiji,Dragon Tail,-17.26207,178.14215000000002,exposed,1.50,patch,pinnacle,2019-05-18,09:05:00,falling,5-10m - fair,moderate,13.0,Open,,,,,,Open Access,"Emily Darling,Stacy Jupiter",,long: E 178.14215,Water temp 27C,,3,30,30,0,,19,50.8,24.2,2.6
Fiji Bleaching 2019,Fiji,Dragon Tail,-17.26207,178.14215000000002,exposed,1.50,patch,pinnacle,2019-05-18,09:05:00,falling,5-10m - fair,moderate,13.0,Open,,,,,,Open Access,"Emily Darling,Stacy Jupiter",,long: E 178.14215,Water temp 27C,,4,40,40,0,,19,50.8,24.2,2.6
Fiji Bleaching 2019,Fiji,Dragon Tail,-17.26207,178.14215000000002,exposed,1.50,patch,pinnacle,2019-05-18,09:05:00,falling,5-10m - fair,moderate,13.0,Open,,,,,,Open Access,"Emily Darling,Stacy Jupiter",,long: E 178.14215,Water temp 27C,,5,35,5,0,,19,50.8,24.2,2.6
Fiji Bleaching 2019,Fiji,Dragon Tail,-17.26207,178.14215000000002,exposed,1.50,patch,pinnacle,2019-05-18,09:05:00,falling,5-10m - fair,moderate,13.0,Open,,,,,,Open Access,"Emily Darling,Stacy Jupiter",,long: E 178.14215,Water temp 27C,,6,75,20,0,,19,50.8,24.2,2.6
Fiji Bleaching 2019,Fiji,Dragon Tail,-17.26207,178.14215000000002,exposed,1.50,patch,pinnacle,2019-05-18,09:05:00,falling,5-10m - fair,moderate,13.0,Open,,,,,,Open Access,"Emily Darling,Stacy Jupiter",,long: E 178.14215,Water temp 27C,,7,60,0,30,,19,50.8,24.2,2.6
Fiji Bleaching 2019,Fiji,Dragon Tail,-17.26207,178.14215000000002,exposed,1.50,patch,pinnacle,2019-05-18,09:05:00,falling,5-10m - fair,moderate,13.0,Open,,,,,,Open Access,"Emily Darling,Stacy Jupiter",,long: E 178.14215,Water temp 27C,,8,40,40,0,,19,50.8,24.2,2.6
Fiji Bleaching 2019,Fiji,Dragon Tail,-17.26207,178.14215000000002,exposed,1.50,patch,pinnacle,2019-05-18,09:05:00,falling,5-10m - fair,moderate,13.0,Open,,,,,,Open Access,"Emily Darling,Stacy Jupiter",,long: E 178.14215,Water temp 27C,,9,50,25,0,,19,50.8,24.2,2.6
Fiji Bleaching 2019,Fiji,Dragon Tail,-17.26207,178.14215000000002,exposed,1.50,patch,pinnacle,2019-05-18,09:05:00,falling,5-10m - fair,moderate,13.0,Open,,,,,,Open Access,"Emily Darling,Stacy Jupiter",,long: E 178.14215,Water temp 27C,,10,40,30,0,,19,50.8,24.2,2.6
Fiji Bleaching 2019,Fiji,Dragon Tail,-17.26207,178.14215000000002,exposed,1.50,patch,pinnacle,2019-05-18,09:05:00,falling,5-10m - fair,moderate,13.0,Open,,,,,,Open Access,"Emily Darling,Stacy Jupiter",,long: E 178.14215,Water temp 27C,,11,35,25,5,,19,50.8,24.2,2.6
Fiji Bleaching 2019,Fiji,Dragon Tail,-17.26207,178.14215000000002,exposed,1.50,patch,pinnacle,2019-05-18,09:05:00,falling,5-10m - fair,moderate,13.0,Open,,,,,,Open Access,"Emily Darling,Stacy Jupiter",,long: E 178.14215,Water temp 27C,,12,75,5,0,,19,50.8,24.2,2.6
Fiji Bleaching 2019,Fiji,Dragon Tail,-17.26207,178.14215000000002,exposed,1.50,patch,pinnacle,2019-05-18,09:05:00,falling,5-10m - fair,moderate,13.0,Open,,,,,,Open Access,"Emily Darling,Stacy Jupiter",,long: E 178.14215,Water temp 27C,,13,50,20,5,,19,50.8,24.2,2.6
Fiji Bleaching 2019,Fiji,Dragon Tail,-17.26207,178.14215000000002,exposed,1.50,patch,pinnacle,2019-05-18,09:05:00,falling,5-10m - fair,moderate,13.0,Open,,,,,,Open Access,"Emily Darling,Stacy Jupiter",,long: E 178.14215,Water temp 27C,,14,50,45,0,,19,50.8,24.2,2.6
Fiji Bleaching 2019,Fiji,Dragon Tail,-17.26207,178.14215000000002,exposed,1.50,patch,pinnacle,2019-05-18,09:05:00,falling,5-10m - fair,moderate,13.0,Open,,,,,,Open Access,"Emily Darling,Stacy Jupiter",,long: E 178.14215,Water temp 27C,,15,75,25,0,,19,50.8,24.2,2.6
Fiji Bleaching 2019,Fiji,Dragon Tail,-17.26207,178.14215000000002,exposed,1.50,patch,pinnacle,2019-05-18,09:05:00,falling,5-10m - fair,moderate,13.0,Open,,,,,,Open Access,"Emily Darling,Stacy Jupiter",,long: E 178.14215,Water temp 27C,,16,55,10,0,,19,50.8,24.2,2.6
Fiji Bleaching 2019,Fiji,Dragon Tail,-17.26207,178.14215000000002,exposed,1.50,patch,pinnacle,2019-05-18,09:05:00,falling,5-10m - fair,moderate,13.0,Open,,,,,,Open Access,"Emily Darling,Stacy Jupiter",,long: E 178.14215,Water temp 27C,,17,85,5,10,,19,50.8,24.2,2.6
Fiji Bleaching 2019,Fiji,Dragon Tail,-17.26207,178.14215000000002,exposed,1.50,patch,pinnacle,2019-05-18,09:05:00,falling,5-10m - fair,moderate,13.0,Open,,,,,,Open Access,"Emily Darling,Stacy Jupiter",,long: E 178.14215,Water temp 27C,,18,35,50,0,,19,50.8,24.2,2.6
Fiji Bleaching 2019,Fiji,Dragon Tail,-17.26207,178.14215000000002,exposed,1.50,patch,pinnacle,2019-05-18,09:05:00,falling,5-10m - fair,moderate,13.0,Open,,,,,,Open Access,"Emily Darling,Stacy Jupiter",,long: E 178.14215,Water temp 27C,,19,45,55,0,,19,50.8,24.2,2.6
Fiji Bleaching 2019,Fiji,Dreammaker,-17.25779,178.10000000000002,exposed,1.50,patch,pinnacle,2019-05-17,11:00:00,falling,5-10m - fair,low,11.0,Open,,,,,,Open Access,"Stacy Jupiter,Emily Darling",,"WAN4 in GPS
Long: E 178.14467",Stacy observer,,1,35,45,0,,21,55.2,28.3,1.2
Fiji Bleaching 2019,Fiji,Dreammaker,-17.25779,178.10000000000002,exposed,1.50,patch,pinnacle,2019-05-17,11:00:00,falling,5-10m - fair,low,11.0,Open,,,,,,Open Access,"Stacy Jupiter,Emily Darling",,"WAN4 in GPS
Long: E 178.14467",Stacy observer,,2,90,5,0,,21,55.2,28.3,1.2
Fiji Bleaching 2019,Fiji,Dreammaker,-17.25779,178.10000000000002,exposed,1.50,patch,pinnacle,2019-05-17,11:00:00,falling,5-10m - fair,low,11.0,Open,,,,,,Open Access,"Stacy Jupiter,Emily Darling",,"WAN4 in GPS
Long: E 178.14467",Stacy observer,,3,45,40,0,,21,55.2,28.3,1.2
Fiji Bleaching 2019,Fiji,Dreammaker,-17.25779,178.10000000000002,exposed,1.50,patch,pinnacle,2019-05-17,11:00:00,falling,5-10m - fair,low,11.0,Open,,,,,,Open Access,"Stacy Jupiter,Emily Darling",,"WAN4 in GPS
Long: E 178.14467",Stacy observer,,4,50,50,0,,21,55.2,28.3,1.2
Fiji Bleaching 2019,Fiji,Dreammaker,-17.25779,178.10000000000002,exposed,1.50,patch,pinnacle,2019-05-17,11:00:00,falling,5-10m - fair,low,11.0,Open,,,,,,Open Access,"Stacy Jupiter,Emily Darling",,"WAN4 in GPS
Long: E 178.14467",Stacy observer,,5,80,15,0,,21,55.2,28.3,1.2
Fiji Bleaching 2019,Fiji,Dreammaker,-17.25779,178.10000000000002,exposed,1.50,patch,pinnacle,2019-05-17,11:00:00,falling,5-10m - fair,low,11.0,Open,,,,,,Open Access,"Stacy Jupiter,Emily Darling",,"WAN4 in GPS
Long: E 178.14467",Stacy observer,,6,40,25,10,,21,55.2,28.3,1.2
Fiji Bleaching 2019,Fiji,Dreammaker,-17.25779,178.10000000000002,exposed,1.50,patch,pinnacle,2019-05-17,11:00:00,falling,5-10m - fair,low,11.0,Open,,,,,,Open Access,"Stacy Jupiter,Emily Darling",,"WAN4 in GPS
Long: E 178.14467",Stacy observer,,7,80,15,5,,21,55.2,28.3,1.2
Fiji Bleaching 2019,Fiji,Dreammaker,-17.25779,178.10000000000002,exposed,1.50,patch,pinnacle,2019-05-17,11:00:00,falling,5-10m - fair,low,11.0,Open,,,,,,Open Access,"Stacy Jupiter,Emily Darling",,"WAN4 in GPS
Long: E 178.14467",Stacy observer,,8,90,10,0,,21,55.2,28.3,1.2
Fiji Bleaching 2019,Fiji,Dreammaker,-17.25779,178.10000000000002,exposed,1.50,patch,pinnacle,2019-05-17,11:00:00,falling,5-10m - fair,low,11.0,Open,,,,,,Open Access,"Stacy Jupiter,Emily Darling",,"WAN4 in GPS
Long: E 178.14467",Stacy observer,,9,70,5,5,,21,55.2,28.3,1.2
