Project name,Country,Site,Latitude,Longitude,Exposure,Quadrat size,Reef type,Reef zone,Date,Start time,Tide,Visibility,Current,Depth,Management name,Management secondary name,Management year established,Management size,Governance,Estimated compliance,Management rules,Observer,Quadrat collection label,Site notes,Sampling event notes,Management notes,Benthic attribute,Growth form,Normal count,Pale count,0-20% bleached count,20-50% bleached count,50-80% bleached count,80-100% bleached count,Recently dead count,Observation notes
Fiji Bleaching 2019,Fiji,BU07,-17.742,178.765,very sheltered,1.50,fringing,back reef,2019-05-29,01:25:00,high,1-5m - poor,,1.0,Bureta tabu,,,0.0,community/local government,,Periodic Closure,Emily Darling,,,27C water temp,,Porites,Massive,72,14,0,0,0,0,0,
Fiji Bleaching 2019,Fiji,BU07,-17.742,178.765,very sheltered,1.50,fringing,back reef,2019-05-29,01:25:00,high,1-5m - poor,,1.0,Bureta tabu,,,0.0,community/local government,,Periodic Closure,Emily Darling,,,27C water temp,,Millepora,,15,10,0,0,0,0,0,
Fiji Bleaching 2019,Fiji,BU07,-17.742,178.765,very sheltered,1.50,fringing,back reef,2019-05-29,01:25:00,high,1-5m - poor,,1.0,Bureta tabu,,,0.0,community/local government,,Periodic Closure,Emily Darling,,,27C water temp,,Leptastrea,,10,3,0,0,0,0,0,
Fiji Bleaching 2019,Fiji,BU07,-17.742,178.765,very sheltered,1.50,fringing,back reef,2019-05-29,01:25:00,high,1-5m - poor,,1.0,Bureta tabu,,,0.0,community/local government,,Periodic Closure,Emily Darling,,,27C water temp,,Porites,Branching,13,7,0,0,0,0,0,
Fiji Bleaching 2019,Fiji,BU07,-17.742,178.765,very sheltered,1.50,fringing,back reef,2019-05-29,01:25:00,high,1-5m - poor,,1.0,Bureta tabu,,,0.0,community/local government,,Periodic Closure,Emily Darling,,,27C water temp,,Galaxea,,1,0,0,0,0,0,0,
Fiji Bleaching 2019,Fiji,BU07,-17.742,178.765,very sheltered,1.50,fringing,back reef,2019-05-29,01:25:00,high,1-5m - poor,,1.0,Bureta tabu,,,0.0,community/local government,,Periodic Closure,Emily Darling,,,27C water temp,,Goniastrea,,8,0,1,0,0,0,0,
Fiji Bleaching 2019,Fiji,BU07,-17.742,178.765,very sheltered,1.50,fringing,back reef,2019-05-29,01:25:00,high,1-5m - poor,,1.0,Bureta tabu,,,0.0,community/local government,,Periodic Closure,Emily Darling,,,27C water temp,,Pachyseris,,1,0,0,0,0,0,0,
Fiji Bleaching 2019,Fiji,BU07,-17.742,178.765,very sheltered,1.50,fringing,back reef,2019-05-29,01:25:00,high,1-5m - poor,,1.0,Bureta tabu,,,0.0,community/local government,,Periodic Closure,Emily Darling,,,27C water temp,,Cyphastrea,,2,0,0,0,0,0,0,
Fiji Bleaching 2019,Fiji,BU07,-17.742,178.765,very sheltered,1.50,fringing,back reef,2019-05-29,01:25:00,high,1-5m - poor,,1.0,Bureta tabu,,,0.0,community/local government,,Periodic Closure,Emily Darling,,,27C water temp,,Favites,,2,1,0,0,0,0,0,
Fiji Bleaching 2019,Fiji,BU07,-17.742,178.765,very sheltered,1.50,fringing,back reef,2019-05-29,01:25:00,high,1-5m - poor,,1.0,Bureta tabu,,,0.0,community/local government,,Periodic Closure,Emily Darling,,,27C water temp,,Turbinaria-coral,,20,0,0,0,0,0,0,
Fiji Bleaching 2019,Fiji,BU07,-17.742,178.765,very sheltered,1.50,fringing,back reef,2019-05-29,01:25:00,high,1-5m - poor,,1.0,Bureta tabu,,,0.0,community/local government,,Periodic Closure,Emily Darling,,,27C water temp,,Acropora,,1,0,0,0,0,1,0,
Fiji Bleaching 2019,Fiji,BU07,-17.742,178.765,very sheltered,1.50,fringing,back reef,2019-05-29,01:25:00,high,1-5m - poor,,1.0,Bureta tabu,,,0.0,community/local government,,Periodic Closure,Emily Darling,,,27C water temp,,Herpolitha,,2,0,0,0,0,0,0,
Fiji Bleaching 2019,Fiji,BU07,-17.742,178.765,very sheltered,1.50,fringing,back reef,2019-05-29,01:25:00,high,1-5m - poor,,1.0,Bureta tabu,,,0.0,community/local government,,Periodic Closure,Emily Darling,,,27C water temp,,Fungia,,5,2,3,0,0,0,0,
Fiji Bleaching 2019,Fiji,BU07,-17.742,178.765,very sheltered,1.50,fringing,back reef,2019-05-29,01:25:00,high,1-5m - poor,,1.0,Bureta tabu,,,0.0,community/local government,,Periodic Closure,Emily Darling,,,27C water temp,,Diploastrea,,1,0,0,0,0,0,0,
Fiji Bleaching 2019,Fiji,BU07,-17.742,178.765,very sheltered,1.50,fringing,back reef,2019-05-29,01:25:00,high,1-5m - poor,,1.0,Bureta tabu,,,0.0,community/local government,,Periodic Closure,Emily Darling,,,27C water temp,,Merulina,,2,0,0,0,0,0,0,
Fiji Bleaching 2019,Fiji,BU07,-17.742,178.765,very sheltered,1.50,fringing,back reef,2019-05-29,01:25:00,high,1-5m - poor,,1.0,Bureta tabu,,,0.0,community/local government,,Periodic Closure,Emily Darling,,,27C water temp,,Pocillopora,,0,1,0,0,0,0,0,
Fiji Bleaching 2019,Fiji,BU08,-17.725,178.75099999999998,very sheltered,1.50,fringing,back reef,2019-05-29,03:10:00,high,1-5m - poor,,3.0,Open,,,,,,Open Access,Emily Darling,,,,,Porites,Massive,51,21,0,0,0,0,3,
Fiji Bleaching 2019,Fiji,BU08,-17.725,178.75099999999998,very sheltered,1.50,fringing,back reef,2019-05-29,03:10:00,high,1-5m - poor,,3.0,Open,,,,,,Open Access,Emily Darling,,,,,Montipora,,69,5,1,0,0,1,0,
Fiji Bleaching 2019,Fiji,BU08,-17.725,178.75099999999998,very sheltered,1.50,fringing,back reef,2019-05-29,03:10:00,high,1-5m - poor,,3.0,Open,,,,,,Open Access,Emily Darling,,,,,Leptastrea,,17,0,0,0,0,0,0,
Fiji Bleaching 2019,Fiji,BU08,-17.725,178.75099999999998,very sheltered,1.50,fringing,back reef,2019-05-29,03:10:00,high,1-5m - poor,,3.0,Open,,,,,,Open Access,Emily Darling,,,,,Porites,Branching,3,0,0,0,0,0,0,
Fiji Bleaching 2019,Fiji,BU08,-17.725,178.75099999999998,very sheltered,1.50,fringing,back reef,2019-05-29,03:10:00,high,1-5m - poor,,3.0,Open,,,,,,Open Access,Emily Darling,,,,,Lobophyllia,,3,0,0,0,0,0,0,
Fiji Bleaching 2019,Fiji,BU08,-17.725,178.75099999999998,very sheltered,1.50,fringing,back reef,2019-05-29,03:10:00,high,1-5m - poor,,3.0,Open,,,,,,Open Access,Emily Darling,,,,,Goniastrea,,2,3,0,0,0,0,0,
Fiji Bleaching 2019,Fiji,BU08,-17.725,178.75099999999998,very sheltered,1.50,fringing,back reef,2019-05-29,03:10:00,high,1-5m - poor,,3.0,Open,,,,,,Open Access,Emily Darling,,,,,Merulina,,4,0,0,0,0,0,0,
Fiji Bleaching 2019,Fiji,BU08,-17.725,178.75099999999998,very sheltered,1.50,fringing,back reef,2019-05-29,03:10:00,high,1-5m - poor,,3.0,Open,,,,,,Open Access,Emily Darling,,,,,Echinopora,,6,0,0,0,0,0,0,
Fiji Bleaching 2019,Fiji,BU08,-17.725,178.75099999999998,very sheltered,1.50,fringing,back reef,2019-05-29,03:10:00,high,1-5m - poor,,3.0,Open,,,,,,Open Access,Emily Darling,,,,,Pavona,,2,0,2,0,0,0,0,
Fiji Bleaching 2019,Fiji,BU08,-17.725,178.75099999999998,very sheltered,1.50,fringing,back reef,2019-05-29,03:10:00,high,1-5m - poor,,3.0,Open,,,,,,Open Access,Emily Darling,,,,,Astreopora,,0,3,0,0,0,0,0,
Fiji Bleaching 2019,Fiji,BU08,-17.725,178.75099999999998,very sheltered,1.50,fringing,back reef,2019-05-29,03:10:00,high,1-5m - poor,,3.0,Open,,,,,,Open Access,Emily Darling,,,,,Turbinaria-coral,,4,0,0,0,0,0,0,
Fiji Bleaching 2019,Fiji,BU08,-17.725,178.75099999999998,very sheltered,1.50,fringing,back reef,2019-05-29,03:10:00,high,1-5m - poor,,3.0,Open,,,,,,Open Access,Emily Darling,,,,,Galaxea,,3,2,2,0,0,0,0,
Fiji Bleaching 2019,Fiji,BU08,-17.725,178.75099999999998,very sheltered,1.50,fringing,back reef,2019-05-29,03:10:00,high,1-5m - poor,,3.0,Open,,,,,,Open Access,Emily Darling,,,,,Favia,,3,5,0,0,0,0,0,
Fiji Bleaching 2019,Fiji,BU08,-17.725,178.75099999999998,very sheltered,1.50,fringing,back reef,2019-05-29,03:10:00,high,1-5m - poor,,3.0,Open,,,,,,Open Access,Emily Darling,,,,,Stylophora,,1,0,0,0,0,0,0,
Fiji Bleaching 2019,Fiji,BU08,-17.725,178.75099999999998,very sheltered,1.50,fringing,back reef,2019-05-29,03:10:00,high,1-5m - poor,,3.0,Open,,,,,,Open Access,Emily Darling,,,,,Millepora,,2,0,0,0,0,0,0,
Fiji Bleaching 2019,Fiji,BU08,-17.725,178.75099999999998,very sheltered,1.50,fringing,back reef,2019-05-29,03:10:00,high,1-5m - poor,,3.0,Open,,,,,,Open Access,Emily Darling,,,,,Oxypora,,2,1,0,0,0,0,0,
Fiji Bleaching 2019,Fiji,BU08,-17.725,178.75099999999998,very sheltered,1.50,fringing,back reef,2019-05-29,03:10:00,high,1-5m - poor,,3.0,Open,,,,,,Open Access,Emily Darling,,,,,Fungia,,2,1,0,0,0,0,1,
Fiji Bleaching 2019,Fiji,BU08,-17.725,178.75099999999998,very sheltered,1.50,fringing,back reef,2019-05-29,03:10:00,high,1-5m - poor,,3.0,Open,,,,,,Open Access,Emily Darling,,,,,Pocillopora,,1,1,0,0,0,0,0,
Fiji Bleaching 2019,Fiji,BU08,-17.725,178.75099999999998,very sheltered,1.50,fringing,back reef,2019-05-29,03:10:00,high,1-5m - poor,,3.0,Open,,,,,,Open Access,Emily Darling,,,,,Acropora,,0,0,1,0,0,0,0,
Fiji Bleaching 2019,Fiji,BU08,-17.725,178.75099999999998,very sheltered,1.50,fringing,back reef,2019-05-29,03:10:00,high,1-5m - poor,,3.0,Open,,,,,,Open Access,Emily Darling,,,,,Favites,,0,3,0,0,0,0,0,
Fiji Bleaching 2019,Fiji,BU08,-17.725,178.75099999999998,very sheltered,1.50,fringing,back reef,2019-05-29,03:10:00,high,1-5m - poor,,3.0,Open,,,,,,Open Access,Emily Darling,,,,,Tubastrea,,1,0,0,0,0,0,0,
Fiji Bleaching 2019,Fiji,BU08,-17.725,178.75099999999998,very sheltered,1.50,fringing,back reef,2019-05-29,03:10:00,high,1-5m - poor,,3.0,Open,,,,,,Open Access,Emily Darling,,,,,Pachyseris,,2,0,0,0,0,0,0,
Fiji Bleaching 2019,Fiji,BU08,-17.725,178.75099999999998,very sheltered,1.50,fringing,back reef,2019-05-29,03:10:00,high,1-5m - poor,,3.0,Open,,,,,,Open Access,Emily Darling,,,,,Cyphastrea,,2,0,0,0,0,0,0,
Fiji Bleaching 2019,Fiji,BU09,-17.751,178.77800000000002,very sheltered,1.50,fringing,back reef,2019-05-28,12:00:00,,1-5m - poor,,4.0,Open,,,,,,Open Access,Emily Darling,,,28C,,Turbinaria-coral,,1,0,0,0,0,0,0,
Fiji Bleaching 2019,Fiji,BU09,-17.751,178.77800000000002,very sheltered,1.50,fringing,back reef,2019-05-28,12:00:00,,1-5m - poor,,4.0,Open,,,,,,Open Access,Emily Darling,,,28C,,Merulina,,5,0,0,0,0,0,0,
Fiji Bleaching 2019,Fiji,BU09,-17.751,178.77800000000002,very sheltered,1.50,fringing,back reef,2019-05-28,12:00:00,,1-5m - poor,,4.0,Open,,,,,,Open Access,Emily Darling,,,28C,,Fungia,,3,4,1,0,0,0,0,
Fiji Bleaching 2019,Fiji,BU09,-17.751,178.77800000000002,very sheltered,1.50,fringing,back reef,2019-05-28,12:00:00,,1-5m - poor,,4.0,Open,,,,,,Open Access,Emily Darling,,,28C,,Porites,Massive,5,7,0,0,0,0,0,
Fiji Bleaching 2019,Fiji,BU09,-17.751,178.77800000000002,very sheltered,1.50,fringing,back reef,2019-05-28,12:00:00,,1-5m - poor,,4.0,Open,,,,,,Open Access,Emily Darling,,,28C,,Pavona,,2,2,1,0,0,0,0,
Fiji Bleaching 2019,Fiji,BU09,-17.751,178.77800000000002,very sheltered,1.50,fringing,back reef,2019-05-28,12:00:00,,1-5m - poor,,4.0,Open,,,,,,Open Access,Emily Darling,,,28C,,Echinopora,,1,0,0,0,0,0,0,
Fiji Bleaching 2019,Fiji,BU09,-17.751,178.77800000000002,very sheltered,1.50,fringing,back reef,2019-05-28,12:00:00,,1-5m - poor,,4.0,Open,,,,,,Open Access,Emily Darling,,,28C,,Pachyseris,,1,2,0,0,0,0,0,
Fiji Bleaching 2019,Fiji,BU09,-17.751,178.77800000000002,very sheltered,1.50,fringing,back reef,2019-05-28,12:00:00,,1-5m - poor,,4.0,Open,,,,,,Open Access,Emily Darling,,,28C,,Montipora,,78,0,0,0,0,0,0,
Fiji Bleaching 2019,Fiji,BU09,-17.751,178.77800000000002,very sheltered,1.50,fringing,back reef,2019-05-28,12:00:00,,1-5m - poor,,4.0,Open,,,,,,Open Access,Emily Darling,,,28C,,Millepora,,1,0,0,0,0,0,0,
Fiji Bleaching 2019,Fiji,BU09,-17.751,178.77800000000002,very sheltered,1.50,fringing,back reef,2019-05-28,12:00:00,,1-5m - poor,,4.0,Open,,,,,,Open Access,Emily Darling,,,28C,,Halomitra,,1,0,0,0,0,0,0,
Fiji Bleaching 2019,Fiji,BU09,-17.751,178.77800000000002,very sheltered,1.50,fringing,back reef,2019-05-28,12:00:00,,1-5m - poor,,4.0,Open,,,,,,Open Access,Emily Darling,,,28C,,Danafungia,,0,0,1,0,0,0,0,
Fiji Bleaching 2019,Fiji,BU09,-17.751,178.77800000000002,very sheltered,1.50,fringing,back reef,2019-05-28,12:00:00,,1-5m - poor,,4.0,Open,,,,,,Open Access,Emily Darling,,,28C,,Oxypora,,3,0,0,0,0,0,0,
Fiji Bleaching 2019,Fiji,BU09,-17.751,178.77800000000002,very sheltered,1.50,fringing,back reef,2019-05-28,12:00:00,,1-5m - poor,,4.0,Open,,,,,,Open Access,Emily Darling,,,28C,,Psammocora,,1,0,0,0,0,0,0,
Fiji Bleaching 2019,Fiji,BU09,-17.751,178.77800000000002,very sheltered,1.50,fringing,back reef,2019-05-28,12:00:00,,1-5m - poor,,4.0,Open,,,,,,Open Access,Emily Darling,,,28C,,Synarea,,10,0,0,0,0,0,0,
Fiji Bleaching 2019,Fiji,BU09,-17.751,178.77800000000002,very sheltered,1.50,fringing,back reef,2019-05-28,12:00:00,,1-5m - poor,,4.0,Open,,,,,,Open Access,Emily Darling,,,28C,,Acropora,,2,0,0,0,0,0,0,
Fiji Bleaching 2019,Fiji,Disneyland,-17.24963,178.19145000000003,exposed,1.50,patch,pinnacle,2019-05-18,11:25:00,,1-5m - poor,moderate,11.0,Open,,,,,,Open Access,"Emily Darling,Stacy Jupiter",,Long: E 178.19145,,,Echinophyllia,,2,0,0,0,0,0,0,
Fiji Bleaching 2019,Fiji,Disneyland,-17.24963,178.19145000000003,exposed,1.50,patch,pinnacle,2019-05-18,11:25:00,,1-5m - poor,moderate,11.0,Open,,,,,,Open Access,"Emily Darling,Stacy Jupiter",,Long: E 178.19145,,,Pavona,,22,6,0,0,0,0,0,
Fiji Bleaching 2019,Fiji,Disneyland,-17.24963,178.19145000000003,exposed,1.50,patch,pinnacle,2019-05-18,11:25:00,,1-5m - poor,moderate,11.0,Open,,,,,,Open Access,"Emily Darling,Stacy Jupiter",,Long: E 178.19145,,,Leptoseris,,10,3,2,0,0,0,0,
Fiji Bleaching 2019,Fiji,Disneyland,-17.24963,178.19145000000003,exposed,1.50,patch,pinnacle,2019-05-18,11:25:00,,1-5m - poor,moderate,11.0,Open,,,,,,Open Access,"Emily Darling,Stacy Jupiter",,Long: E 178.19145,,,Psammocora,,1,0,0,0,0,0,0,
Fiji Bleaching 2019,Fiji,Disneyland,-17.24963,178.19145000000003,exposed,1.50,patch,pinnacle,2019-05-18,11:25:00,,1-5m - poor,moderate,11.0,Open,,,,,,Open Access,"Emily Darling,Stacy Jupiter",,Long: E 178.19145,,,Oxypora,,5,0,0,0,0,0,0,
Fiji Bleaching 2019,Fiji,Disneyland,-17.24963,178.19145000000003,exposed,1.50,patch,pinnacle,2019-05-18,11:25:00,,1-5m - poor,moderate,11.0,Open,,,,,,Open Access,"Emily Darling,Stacy Jupiter",,Long: E 178.19145,,,Fungia,,1,0,1,0,0,0,0,
Fiji Bleaching 2019,Fiji,Disneyland,-17.24963,178.19145000000003,exposed,1.50,patch,pinnacle,2019-05-18,11:25:00,,1-5m - poor,moderate,11.0,Open,,,,,,Open Access,"Emily Darling,Stacy Jupiter",,Long: E 178.19145,,,Montastrea,,2,1,0,0,0,0,0,
Fiji Bleaching 2019,Fiji,Disneyland,-17.24963,178.19145000000003,exposed,1.50,patch,pinnacle,2019-05-18,11:25:00,,1-5m - poor,moderate,11.0,Open,,,,,,Open Access,"Emily Darling,Stacy Jupiter",,Long: E 178.19145,,,Lobophyllia,,9,1,0,0,0,0,0,
Fiji Bleaching 2019,Fiji,Disneyland,-17.24963,178.19145000000003,exposed,1.50,patch,pinnacle,2019-05-18,11:25:00,,1-5m - poor,moderate,11.0,Open,,,,,,Open Access,"Emily Darling,Stacy Jupiter",,Long: E 178.19145,,,Gardineroseris,,1,0,1,0,0,0,0,
Fiji Bleaching 2019,Fiji,Disneyland,-17.24963,178.19145000000003,exposed,1.50,patch,pinnacle,2019-05-18,11:25:00,,1-5m - poor,moderate,11.0,Open,,,,,,Open Access,"Emily Darling,Stacy Jupiter",,Long: E 178.19145,,,Platygyra,,5,0,0,0,0,0,0,
Fiji Bleaching 2019,Fiji,Disneyland,-17.24963,178.19145000000003,exposed,1.50,patch,pinnacle,2019-05-18,11:25:00,,1-5m - poor,moderate,11.0,Open,,,,,,Open Access,"Emily Darling,Stacy Jupiter",,Long: E 178.19145,,,Astreopora,,3,0,0,0,0,0,0,
Fiji Bleaching 2019,Fiji,Disneyland,-17.24963,178.19145000000003,exposed,1.50,patch,pinnacle,2019-05-18,11:25:00,,1-5m - poor,moderate,11.0,Open,,,,,,Open Access,"Emily Darling,Stacy Jupiter",,Long: E 178.19145,,,Millepora,,6,0,0,0,0,0,0,
Fiji Bleaching 2019,Fiji,Disneyland,-17.24963,178.19145000000003,exposed,1.50,patch,pinnacle,2019-05-18,11:25:00,,1-5m - poor,moderate,11.0,Open,,,,,,Open Access,"Emily Darling,Stacy Jupiter",,Long: E 178.19145,,,Mycedium,,2,0,1,0,0,0,0,
Fiji Bleaching 2019,Fiji,Disneyland,-17.24963,178.19145000000003,exposed,1.50,patch,pinnacle,2019-05-18,11:25:00,,1-5m - poor,moderate,11.0,Open,,,,,,Open Access,"Emily Darling,Stacy Jupiter",,Long: E 178.19145,,,Goniopora,,0,0,1,0,0,0,0,
Fiji Bleaching 2019,Fiji,Disneyland,-17.24963,178.19145000000003,exposed,1.50,patch,pinnacle,2019-05-18,11:25:00,,1-5m - poor,moderate,11.0,Open,,,,,,Open Access,"Emily Darling,Stacy Jupiter",,Long: E 178.19145,,,Coscinaraea,,1,0,1,0,0,0,0,
Fiji Bleaching 2019,Fiji,Disneyland,-17.24963,178.19145000000003,exposed,1.50,patch,pinnacle,2019-05-18,11:25:00,,1-5m - poor,moderate,11.0,Open,,,,,,Open Access,"Emily Darling,Stacy Jupiter",,Long: E 178.19145,,,Goniastrea,,3,0,0,0,0,0,0,
Fiji Bleaching 2019,Fiji,Disneyland,-17.24963,178.19145000000003,exposed,1.50,patch,pinnacle,2019-05-18,11:25:00,,1-5m - poor,moderate,11.0,Open,,,,,,Open Access,"Emily Darling,Stacy Jupiter",,Long: E 178.19145,,,Acropora,,40,0,0,0,0,0,1,
Fiji Bleaching 2019,Fiji,Disneyland,-17.24963,178.19145000000003,exposed,1.50,patch,pinnacle,2019-05-18,11:25:00,,1-5m - poor,moderate,11.0,Open,,,,,,Open Access,"Emily Darling,Stacy Jupiter",,Long: E 178.19145,,,Montipora,,27,8,0,0,0,2,0,
Fiji Bleaching 2019,Fiji,Disneyland,-17.24963,178.19145000000003,exposed,1.50,patch,pinnacle,2019-05-18,11:25:00,,1-5m - poor,moderate,11.0,Open,,,,,,Open Access,"Emily Darling,Stacy Jupiter",,Long: E 178.19145,,,Porites,Massive,1,0,0,0,0,0,0,
Fiji Bleaching 2019,Fiji,Disneyland,-17.24963,178.19145000000003,exposed,1.50,patch,pinnacle,2019-05-18,11:25:00,,1-5m - poor,moderate,11.0,Open,,,,,,Open Access,"Emily Darling,Stacy Jupiter",,Long: E 178.19145,,,Diploastrea,,11,0,0,0,0,0,0,
Fiji Bleaching 2019,Fiji,Disneyland,-17.24963,178.19145000000003,exposed,1.50,patch,pinnacle,2019-05-18,11:25:00,,1-5m - poor,moderate,11.0,Open,,,,,,Open Access,"Emily Darling,Stacy Jupiter",,Long: E 178.19145,,,Pachyseris,,2,0,0,0,0,0,0,
Fiji Bleaching 2019,Fiji,Disneyland,-17.24963,178.19145000000003,exposed,1.50,patch,pinnacle,2019-05-18,11:25:00,,1-5m - poor,moderate,11.0,Open,,,,,,Open Access,"Emily Darling,Stacy Jupiter",,Long: E 178.19145,,,Favites,,13,1,0,0,0,0,0,
Fiji Bleaching 2019,Fiji,Disneyland,-17.24963,178.19145000000003,exposed,1.50,patch,pinnacle,2019-05-18,11:25:00,,1-5m - poor,moderate,11.0,Open,,,,,,Open Access,"Emily Darling,Stacy Jupiter",,Long: E 178.19145,,,Galaxea,,3,0,0,0,0,0,0,
Fiji Bleaching 2019,Fiji,Disneyland,-17.24963,178.19145000000003,exposed,1.50,patch,pinnacle,2019-05-18,11:25:00,,1-5m - poor,moderate,11.0,Open,,,,,,Open Access,"Emily Darling,Stacy Jupiter",,Long: E 178.19145,,,Pocillopora,,12,1,2,0,0,0,0,
Fiji Bleaching 2019,Fiji,Disneyland,-17.24963,178.19145000000003,exposed,1.50,patch,pinnacle,2019-05-18,11:25:00,,1-5m - poor,moderate,11.0,Open,,,,,,Open Access,"Emily Darling,Stacy Jupiter",,Long: E 178.19145,,,Favia,,2,0,0,0,0,0,0,
Fiji Bleaching 2019,Fiji,Disneyland,-17.24963,178.19145000000003,exposed,1.50,patch,pinnacle,2019-05-18,11:25:00,,1-5m - poor,moderate,11.0,Open,,,,,,Open Access,"Emily Darling,Stacy Jupiter",,Long: E 178.19145,,,Symphyllia,,5,0,0,0,0,0,0,
Fiji Bleaching 2019,Fiji,Disneyland,-17.24963,178.19145000000003,exposed,1.50,patch,pinnacle,2019-05-18,11:25:00,,1-5m - poor,moderate,11.0,Open,,,,,,Open Access,"Emily Darling,Stacy Jupiter",,Long: E 178.19145,,,Turbinaria-coral,,1,0,0,0,0,0,0,
Fiji Bleaching 2019,Fiji,Dragon Tail,-17.26207,178.14215000000002,exposed,1.50,patch,pinnacle,2019-05-18,09:05:00,falling,5-10m - fair,moderate,13.0,Open,,,,,,Open Access,"Emily Darling,Stacy Jupiter",,long: E 178.14215,Water temp 27C,,Pavona,,20,3,0,0,0,0,0,
Fiji Bleaching 2019,Fiji,Dragon Tail,-17.26207,178.14215000000002,exposed,1.50,patch,pinnacle,2019-05-18,09:05:00,falling,5-10m - fair,moderate,13.0,Open,,,,,,Open Access,"Emily Darling,Stacy Jupiter",,long: E 178.14215,Water temp 27C,,Favites,,41,1,0,1,0,0,0,
Fiji Bleaching 2019,Fiji,Dragon Tail,-17.26207,178.14215000000002,exposed,1.50,patch,pinnacle,2019-05-18,09:05:00,falling,5-10m - fair,moderate,13.0,Open,,,,,,Open Access,"Emily Darling,Stacy Jupiter",,long: E 178.14215,Water temp 27C,,Turbinaria-coral,,3,0,0,0,0,0,0,
Fiji Bleaching 2019,Fiji,Dragon Tail,-17.26207,178.14215000000002,exposed,1.50,patch,pinnacle,2019-05-18,09:05:00,falling,5-10m - fair,moderate,13.0,Open,,,,,,Open Access,"Emily Darling,Stacy Jupiter",,long: E 178.14215,Water temp 27C,,Millepora,,12,2,0,0,0,0,0,
Fiji Bleaching 2019,Fiji,Dragon Tail,-17.26207,178.14215000000002,exposed,1.50,patch,pinnacle,2019-05-18,09:05:00,falling,5-10m - fair,moderate,13.0,Open,,,,,,Open Access,"Emily Darling,Stacy Jupiter",,long: E 178.14215,Water temp 27C,,Cyphastrea,,5,2,0,0,0,0,0,
Fiji Bleaching 2019,Fiji,Dragon Tail,-17.26207,178.14215000000002,exposed,1.50,patch,pinnacle,2019-05-18,09:05:00,falling,5-10m - fair,moderate,13.0,Open,,,,,,Open Access,"Emily Darling,Stacy Jupiter",,long: E 178.14215,Water temp 27C,,Lobophyllia,,5,3,0,0,0,0,0,
Fiji Bleaching 2019,Fiji,Dragon Tail,-17.26207,178.14215000000002,exposed,1.50,patch,pinnacle,2019-05-18,09:05:00,falling,5-10m - fair,moderate,13.0,Open,,,,,,Open Access,"Emily Darling,Stacy Jupiter",,long: E 178.14215,Water temp 27C,,Pocillopora,,22,2,0,0,0,0,0,
Fiji Bleaching 2019,Fiji,Dragon Tail,-17.26207,178.14215000000002,exposed,1.50,patch,pinnacle,2019-05-18,09:05:00,falling,5-10m - fair,moderate,13.0,Open,,,,,,Open Access,"Emily Darling,Stacy Jupiter",,long: E 178.14215,Water temp 27C,,Hydnophora,,2,0,0,0,0,0,0,
Fiji Bleaching 2019,Fiji,Dragon Tail,-17.26207,178.14215000000002,exposed,1.50,patch,pinnacle,2019-05-18,09:05:00,falling,5-10m - fair,moderate,13.0,Open,,,,,,Open Access,"Emily Darling,Stacy Jupiter",,long: E 178.14215,Water temp 27C,,Gardineroseris,,1,0,0,0,0,0,0,
Fiji Bleaching 2019,Fiji,Dragon Tail,-17.26207,178.14215000000002,exposed,1.50,patch,pinnacle,2019-05-18,09:05:00,falling,5-10m - fair,moderate,13.0,Open,,,,,,Open Access,"Emily Darling,Stacy Jupiter",,long: E 178.14215,Water temp 27C,,Merulina,,1,1,2,0,0,0,0,
Fiji Bleaching 2019,Fiji,Dragon Tail,-17.26207,178.14215000000002,exposed,1.50,patch,pinnacle,2019-05-18,09:05:00,falling,5-10m - fair,moderate,13.0,Open,,,,,,Open Access,"Emily Darling,Stacy Jupiter",,long: E 178.14215,Water temp 27C,,Oxypora,,3,0,1,0,0,0,0,
Fiji Bleaching 2019,Fiji,Dragon Tail,-17.26207,178.14215000000002,exposed,1.50,patch,pinnacle,2019-05-18,09:05:00,falling,5-10m - fair,moderate,13.0,Open,,,,,,Open Access,"Emily Darling,Stacy Jupiter",,long: E 178.14215,Water temp 27C,,Fungia,,10,0,0,0,0,0,0,
Fiji Bleaching 2019,Fiji,Dragon Tail,-17.26207,178.14215000000002,exposed,1.50,patch,pinnacle,2019-05-18,09:05:00,falling,5-10m - fair,moderate,13.0,Open,,,,,,Open Access,"Emily Darling,Stacy Jupiter",,long: E 178.14215,Water temp 27C,,Platygyra,,8,1,1,1,0,0,0,
Fiji Bleaching 2019,Fiji,Dragon Tail,-17.26207,178.14215000000002,exposed,1.50,patch,pinnacle,2019-05-18,09:05:00,falling,5-10m - fair,moderate,13.0,Open,,,,,,Open Access,"Emily Darling,Stacy Jupiter",,long: E 178.14215,Water temp 27C,,Leptoseris,,3,0,1,0,0,0,0,
Fiji Bleaching 2019,Fiji,Dragon Tail,-17.26207,178.14215000000002,exposed,1.50,patch,pinnacle,2019-05-18,09:05:00,falling,5-10m - fair,moderate,13.0,Open,,,,,,Open Access,"Emily Darling,Stacy Jupiter",,long: E 178.14215,Water temp 27C,,Stylophora,,2,0,0,0,0,0,0,
